"Search_Engine","Job_title","Company","Job_location_City","Job_location_State","Job_description"
"Glassdoor","Grants Analyst Database Administrator","SOS WORKS STAFFING SOLUTIONS","Waterbury"," CT","POSITION DESCRIPTION

Government Grant Data Analyst/Database Administrator, works under the general supervision of the Director of Grants. This role is responsible for creation of reports, dashboards, and other visualizations on data associated with grant awards and projects and business processes to provide insights in support of decision-making efforts. The Grant Data Analyst works as a liaison with departments and Elected Officials to coordinate data capture of all direct and subrecipient data and required reporting. The Analyst also coordinates the capture, transfer, sharing, integration and implementation of data systems, add-ons, plug-ins and bridges. This role is responsible for coordination of database and repository centralizing all federal awards.

ROLES AND RESPONSIBLITIES

Analyzing data using statistical techniques and providing reports. Developing and implementing databases and data collection systems. Acquiring data from primary and secondary sources and maintain data systems Identifying, analyzing, and interpreting trends or patterns in complex data sets Filtering and cleaning data Maintain record of all grant operating department business processes and controls Suggest and implement approved tracking mechanisms to assist in convergence of data from current spreadsheets to database and upcoming ERP system. Locating and defining new process improvement opportunities Evaluates financial reports and performance reports makes escalate concerns to management regarding trends and potential negative impacts. Assist in the evaluation of the effectiveness of grants, compliance with federal regulations, federal agencies, and specific grant contract provisions. Monitors funded projects to prevent over-expenditure of funds; audit disallowance and ensure awards are fully expended. Evaluates grant expenditure agreements to differentiate between sub-recipients or contractors. Analyzes internal and external financial reports, including single audits. Assist in the set-up of electronic database and repository. Maintains electronic database and repository for efficient data collection and report production. Monitors and report the spending of awards, budget adjustments, contract amendments, grant match and cost allocation plans. Assists in the reduction and elimination of findings and questions regarding costs. Performs special project analysis as requested. Reconciles reported revenues and expenditures to the general ledger for grant and prepares the necessary journal entries for correction and posting. Communicates reminders to departments receiving monies of report submission deadlines and when the grant period will expire and/or when an extension maybe needed. Coordinate with external auditors for financial or audit support requests. Other duties as assigned by the Division Director of Grants and Contracts.

JOB SKILLS & QUALIFICATIONS

Economics and Accounting Knowledge of economic and governmental accounting principles and practices, the financial markets, banking and the analysis and reporting of financial data.
Administration and Management Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.
Mathematics Knowledge of arithmetic and their applications. Proven working experience as a Data Analyst or Business Data Analyst, Technical expertise regarding data models, database design development, data mining and segmentation techniques, Strong knowledge of and experience with reporting packages (Business Objects etc), databases (SQL etc), programming (XML, Javascript, or ETL frameworks), Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc), Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy, Adept at queries, report writing and presenting findings
Customer and Personal Service Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.
English Language Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar. Law and Government Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.
Grant Lifecycle Knowledge of the linear lifecycle that includes discovering, creating and programing the funding opportunity, applying, making award decisions, and successfully implementing the award.

Education

Bachelor’s degree in Information Management, Statistics, Business, Accounting, Computer Science, or related field and/or an equivalent combination of education and experience.
(5-6) years of professional accounting experience, governmental preferred, with a minimum of (4) years of grant administration, data analytics and auditing of state funded grant programs, within a governmental entity.
SQL Microsoft Suite including SQL Server and BI, Python, SAS, Oracle

Job Types: Full-time, Contract

Pay: $52.00 - $55.00 per hour

Schedule:

8 hour shift
Monday to Friday

Ability to commute/relocate:

Detroit, MI 48226: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

Do you have four years experience auditing State funded grant programs?

Experience:

Oracle: 1 year (Required)
Government Grant: 4 years (Required)
Governmental accounting: 5 years (Required)
government program auditing: 5 years (Required)

Work Location: Hybrid remote in Detroit, MI 48226

Show Less 
Report"
"Glassdoor","Business Analyst II","College of the Siskiyous","Waterbury"," CT","BUSINESS ANALYST II

FIRST REVIEW FEBRUARY 23, 2023 - OPEN UNTIL FILLED

$4,792 TO $5,894 PER MONTH

$57,505 TO $70,724 PER YEAR

12 MONTHS / 40 HOURS PER WEEK POSITION

PRIMARY WORK LOCATION: WEED CAMPUS

MONDAY - FRIDAY

Under guidance from the Director of Information Technology, the Business Analyst II position has primary responsibility for the operation, troubleshooting, and maintenance of the College’s Enterprise Resource Planning (ERP) system and its integrations with external systems to support the College’s business processes. This position is primarily distinguished from the Business Analyst I position in that it has primarily responsibility in many areas and requires a higher degree of technical expertise.

Key Duties & Responsibilities

Participate in the regular operation of the ERP system by:
Creating and maintaining the Production Calendar
Executing tasks assigned to IT in the Production Calendar
Chairing the ERP Steering Committee
Performing advanced user account management, including creating new roles and modifying permissions for existing roles
Creating and modifying complex reports
Creating and maintaining documentation of existing business processes and technical workflows
Assist with first-level support for business process and technical workflow issues within the ERP system and, when necessary, escalating business process issues to vendor support or consultants and technical workflow issues to the Systems Programmer Analyst
Participate in initiatives and projects to improve, upgrade, and create new functionality within the ERP system by:
Analyzing existing business processes to identify opportunities for automation or otherwise improving efficiency
Developing Functional Requirements for business processes and Technical Requirements for technical workflow
Serving on ERP-related project teams throughout the project lifecycle:
Initiation
Planning
Executing (in both test and production environments)
Monitoring and Controlling (largely through User Acceptance Testing)
Closing
Training users on the implementation of new or improved processes within the ERP system
Keeping abreast of vendor roadmaps, emerging technologies, and changes in requirements within the California Community College system
As needed, assist or backup the Systems Analyst Programmer

Minimum Qualifications

Bachelor’s Degree OR Associate’s Degree and a minimum of two year’s equivalent experience in business analysis
Knowledge of and experience with:
Business processes associated with Accounting, Admissions and Records, Financial Aid, Human Resources, and\or Student Services
Microsoft Office applications, particularly Word and Excel
Business analysis tools and techniques such as Business Process Modeling (BPM) and SWOT
Database Management Systems such as Oracle or Microsoft SQL Server
Enterprise reporting and scheduling tools
Required skills:
Customer service
Written communications
Multi-tasking\time management
Troubleshooting skills, such as research, reasoning, analysis, and decision-making
Work collaboratively within teams
Work independently after receiving direction


DESIRED QUALIFICATIONS

The following are qualifications that are not required but desired in potential candidates:

Knowledge of and experience with:
Enterprise Resource Planning (ERP) systems
Student Information Systems, such as Banner
Academic Advising software, such as DegreeWorks
Learning Management Systems, such as Canvas
Programming and scripting languages, including Structure Query Language (SQL)
Desired skills:
Training and certifications in:
Business Analysis
Project Management
Oral communications

Other Details

WORKING CONDITIONS

The conditions herein are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential job functions.

Environment

Professional Office environment
Constant interruptions
This role routinely uses standard office equipment such as computers, phones, photocopiers and filing cabinets
Driving a vehicle to conduct work


Travel

Occasional travel to attend training and\or conferences is anticipated


Physical Demands

Dexterity of hands and fingers to operate a computer keyboard
Hearing and speaking to exchange information
Sitting or standing for extended periods of time
Seeing to read a variety of materials
Bending at the waist, kneeling or crouching to file materials
Ability to occasionally lift office products and supplies, up to 20 pounds


Benefits:

The District offers a competitive benefits package including medical, dental and vision coverage to employees and qualified dependents. In addition, the District provides vacation, sick leave and paid holidays. The employee participates in CalPERS through District and employee contributions.

Selection Process:

After the preliminary screening, selected candidates will be invited to the campus for an initial interview with the Search Committee. Videoconference interviews (in lieu of an in-person initial interview) will be offered. Candidates to be interviewed will be selected from applicants who most closely meet the minimum and desired qualifications. Meeting the minimum qualifications does not guarantee an interview. The Search Committee will recommend finalists to the Superintendent/President for a final interview.

The District reserves the right to re-advertise the position or to delay indefinitely filling of the position if it is deemed that applicants for the position do not constitute an adequate applicant pool or if funding is not available.

Conditions of Employment:

Employees must satisfy all the pre-employment requirements prior to appointment that include, but are not limited to, tuberculosis clearance (EC 87408.6), fingerprint processing, and verification of their legal right to work in the United States. A pre-employment physical examination may be required.

Applicants requiring reasonable accommodations in completing the application or interview process must notify the Human Resources Office in advance.

College of the Siskiyous is an equal opportunity employer. The policy of the District is to encourage applications from ethnic and racial minorities, women, persons with disabilities and Vietnam-era veterans. No person shall be denied employment because of ethnicity or race, color, sex or gender, gender identity, age, religion, marital status, disability, sexual orientation, national origin, medical conditions, status as a Vietnam-era veteran, ancestry or political or organizational affiliation.

College of the Siskiyous is accredited by the Accrediting commission for Community and Junior Colleges of the Western Association of Schools and Colleges.

Show Less 
Report"
"Glassdoor","Variable Data Programmer","Millennium Print Group","Waterbury"," CT",""
"Glassdoor","Cancer Data Registrar Coordinator","Boulder Community Health","Waterbury"," CT",""
"Glassdoor","Data Center Automation Systems - Junior CAD Operator","CBRE","Waterbury"," CT",""
"Glassdoor","Data Center M&E Manager","CBRE","Waterbury"," CT",""
"Glassdoor","Business Analyst - Sales/Use Tax (Hybrid Opportunity)","Smithfield Foods","Waterbury"," CT",""
"Glassdoor","Quality Assurance & Data Coordinator","Brooks-TLC Hospital System","Waterbury"," CT",""
"Glassdoor","Accounting/Data Processing","Minnesota National Bank","Waterbury"," CT",""
"Glassdoor","3/21: Data Entry In-person Hiring Event (Monday-Friday)","JPMorgan Chase & Co","Waterbury"," CT",""
"Glassdoor","Sales Director, Financial Data Sales - Individual Contributer","Confidential Posting","Waterbury"," CT",""
"Glassdoor","Sr. Data Center Solutions Architect","WorldCom Exchange, Inc","Waterbury"," CT",""
"Glassdoor","Program & Data Manager - DBH Prevention & Education","Davis Behavioral Health, Inc.","Waterbury"," CT",""
"Glassdoor","Senior Database Analyst","Florida Department of Financial Services - Division of Rehabilitation and Liquidation","Waterbury"," CT",""
"Glassdoor","Administrative/Data Entry/Purchasing/Receiving Associate","Millstone Medical Outsourcing","Waterbury"," CT",""
"Glassdoor","Part-Time Data Entry Analyst - Solvas Financial Technology","Deloitte","Waterbury"," CT",""
"Glassdoor","Business Analyst","Purdue University","Waterbury"," CT",""
"Glassdoor","Database/Application Developer","Link Engineering Resources","Waterbury"," CT",""
"Glassdoor","Master Data Management Associate","Buchanan Technologies","Waterbury"," CT",""
"Glassdoor","Refugee Data Collection Administrator - Bilingual (English/Spanish)","Bethany Christian Services","Waterbury"," CT",""
"Glassdoor","Grants Analyst Database Administrator","SOS WORKS STAFFING SOLUTIONS","Waterbury"," CT",""
"Glassdoor","Business Analyst II","College of the Siskiyous","Waterbury"," CT",""
"Glassdoor","Data Processing, Prepress - Graphics Technician","AD-Vantage Marketing, Inc","Waterbury"," CT",""
"Glassdoor","Business Analyst","Purdue University","Waterbury"," CT","Overview of Business Analyst

The Department of Reporting and Operational Intelligence at Purdue University Northwest is seeking a Business Analyst. As the Business Analyst, you will assist in the support and oversight of the daily overall Customer Relationship Management system (CRM) functionality. Under the direction of the Assistant Vice Chancellor of Student Success Technologies, the position will assist in leveraging modern technologies in a way that improves operational efficiencies, user experience, and student experience.

Duties and Responsibilities of Business Analyst
Stay abreast of new technologies and enhancements to existing solutions
Working closely with Assistant Vice Chancellor of Student Success Technologies and Sr. Business and Information Analyst to see projects move from conception to completion, collect feedback from users to set priorities, and fostering a collaborative work environment within Enrollment Management and Student Affairs (EMSA).
Along with helping to identify opportunities for improving business processes through the use of technology to eliminate problems that affect productivity and data output.
Work with Information Services to provide a reporting infrastructure for ongoing development of a suite of reports and dashboards to support data driven decisions and operational data clean-up to ensure accurate and valid data.
Support all areas of EMSA in providing ad hoc reporting data for daily operational needs.
Work with all areas within EMSA to assist with validating data within reports.
Assist with supporting intuitional compliance with federal state, Purdue University systems, and NCAA rules, regulations and policies.
Oversee application and implementation of regulatory releases and updates from the functional perspective
Coordinate testing of all EMSA modules by developing and maintaining functional testing plans for system upgrades, changes, etc.



Benefits of Business Analyst
Full benefits – Medical, Dental, Vision, Short Term Disability, Retirement, Life Insurance and more
Accrue 15 days’ vacation your first year, then 22 days’ vacation your 2nd year plus rollover
University contribution of 10% to retirement (3 year waiting period)
University contributions to Health Savings Account –
Plus a chance to earn more through participating in University Wellness Initiatives
10 paid holidays
Employee Wellness Programs
Paid Parental Leave after one year of service
Tuition remission for you, your spouse and dependent children at any Purdue campus

For more information on our excellent benefit package, please visit: https://www.pnw.edu/human-resources/benefits/

Purdue University Northwest (PNW) is a premier metropolitan university dedicated to empowering transformational change in our students and in our community. We offer two campuses serving approximately 8,800 undergraduate and graduate students. At PNW, we value academic excellence, support growth, and celebrate diversity.

PNW sits between Chicago’s skyscrapers and Lake Michigan’s sandy shores. You can have all the perks of a world-class city just a short drive away or enjoy the natural beauty of the Indiana Dunes National Park and Lake Michigan just 15 miles away.


Education of Business Analyst
Bachelor’s degree in Computer Science, Management Information Systems or related field
Experience of Business Analyst

Two years business analyst experience, utilizing Banner or other comparable students information systems.

Experience with relational database management systems

Experience in extracting data from the student information system or other relational database using COGNOS or similar reporting tools, SQL in order to develop queries and analyze data to present accurate and useful reports based on an understanding of business process and user specifications


Preferred Experience:

One-year business analyst experience, higher education setting utilizing Banner or other comparable student information system; Cognos or similar reporting tool experience highly preferred.
2 years Higher Education experience
Core Competencies of Business Analyst
High analytical skills and attention to detail with an emphasis on business process improvement, data analysis and oversight in the completion of comprehensive testing in preparation for the implementation of software patches/upgrades
Ability to think strategically and implement new processes, concepts, or office efficiencies leveraging modern technologies such as CRM (Technolutions Slate)
CRM, or Student Information System such as Banner experience
Ability to provide professional reports, easy to understand and analyze
Responsive and adaptable to a fast-paced environment and fluctuating responsibilities
Willingness to start projects from scratch and brainstorming solutions to problems
Ability to think creatively and quickly to resolve system and process issues
Displays a high level of conscientiousness and follow-through
Excellent communication and interpersonal skills (both verbal and written)
Strong analysis skills
Ability to work effectively with people with differing levels of technical knowledge
Demonstrated understanding of Enrollment Management Systems
Professional demeanor and works well with others
Additional Information

Professional references will be verified prior to any offer of employment. Employment is contingent upon completion of successful background check along with a motor vehicle records check if applicable.




Purdue University Northwest is an EEO/AA employer fully committed to achieving a diverse workforce. All individuals, including minorities, women, individuals with disabilities, and protected veterans are encouraged to apply.

FLSA Status
Exempt
Show Less 
Report"
"Glassdoor","Master Data Management Associate","Buchanan Technologies","Waterbury"," CT","Buchanan Technologies is hiring for Master Data Management Associate in Dallas, Tx.

Contract: 4 to 5 months

Location: Dallas (Hybrid preferred)

Job Overview:

This position will support the implementation of Master Data Management strategy to ensure data standardization, quality, and governance and provide a single source-of-truth for the domains. Under moderate supervision, the Master Data Analyst responsible to perform data entry in SAP, extract Data from SAP, perform data validation and analysis, make recommendations to improve data accuracy monitoring and reporting, perform data clean up, create documentation, and proactively engage in standardization on business processes. Reviews recommendations with Master Data team and executes changes and updates in SAP. This position is based in Dallas, TX or can be remote.

Roles and Responsibilities:

Responsible for accurate and timely master data input into SAP.
Perform SAP Data Validation and Data Analysis.
Perform daily tactical tasks and think strategically.
Create business process workflows and documentation.
Ensures quality of master data in key systems, as well as development and documentation of processes with other functional data owners to support ongoing maintenance and data integrity.
Identifies areas for data quality improvements and helps to resolve data quality problems through the appropriate choice of error detection and correction, process control and improvement, or process design strategies.
In collaboration with subject matter experts (SMEs) and data stewards, defines and implements data strategy, policies, controls, and programs to ensure the enterprise data is accurate, complete, secure, and reliable.
Manages, analyzes, and resolves data initiative issues and manages revisions needed to best meet internal and customer requirements while adhering to published data standards
Conducts data cleaning to rid the system of old, unused data, or duplicate data for better management and quicker access.
Comply with all Company rules, regulations and policies.
Perform other duties as assigned.
Assists in data management, governance, and data quality of master data requirements with other functional data owners to ensure functional master data integrity across the operation of financial systems is consistent and meets stated business rules and requirements.

Experience

Proficiency in MS Excel at an intermediate level, including spread sheet creation, editing and exporting to other applications utilizing macros and pivot tables.
Strong organizational, analytical, and problem solving skills.
Great attention to detail
Intermediate SAP Master Data skills and knowledge of relevant SAP Master Data setup to include Material Master, Customer Master, Vendor Master, etc.
Must have willingness and initiative to learn new applications & software with minimal guidance
Strong organization skills and attention to details
Must be able to multi-task and prioritize effectively to meet deadlines
High degree of initiative and ownership, as well as a proven history of delivering results while working with several different departments in a fast-paced environment.
Excellent communication skills both oral and written, including ability to work with business area representatives to translate business requirements into technical needs.
Self-Starter with strong written and verbal communication skills
Ability to work independently and cooperatively in a diverse group
Must have good interpersonal skills to work collaboratively in a team based and Lean environment.
Basic project management experience recommended.

Buchanan Technologies provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability, protected veteran status, or genetics. In addition to federal law requirements, Buchanan Technologies complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation, and training.

Job Type: Contract

Pay: $30.00 - $33.00 per hour

Schedule:

8 hour shift
Monday to Friday

Ability to commute/relocate:

Dallas, TX 75201: Reliably commute or planning to relocate before starting work (Required)

Experience:

SAP Materials Management: 5 years (Required)
SAP Data Management: 5 years (Required)

Work Location: In person

Show Less 
Report"
"Glassdoor","Web Database Specialist","Banner Marketing","Waterbury"," CT","Job Description

Candidates should reside in the Spokane, WA area as this job is performed on a hybrid basis with one day per week in our Spokane Valley office.

Banner Marketing is a well-established marketing agency serving retailers across North America. As part of a suite of omni-channel marketing solutions, Banner Marketing builds and manages websites, including ecommerce sites, on the BigCommerce platform for retailers in several industry segments.

This position is primarily responsible for procuring, organizing, uploading, and updating product data onto client websites through a number of means. Requirements include testing website functionality, designing, developing and testing scalable solutions to meet the needs of internal and external customers.

Responsibilities

Design stable, reliable and effective databases
Optimize and maintain legacy systems
Modify databases according to requests and perform tests
Solve database issues and malfunctions
Liaise with manufacturers to obtain product data and attributes
Gather user requirements and identify new features
Provide data management support to users
Research and suggest new database products, services and protocols

Skills

Excellent Excel and Access skills
Experience with HTML and CSS
Experience using JavaScript a plus
Experience working with APIs a plus
In-depth understanding of data management
Knowledge of software development and user interface web applications
Hands on experience with web and eCommerce platforms such as BigCommerce, Shopify, etc..
Excellent analytical and organization skills
An ability to understand front-end users’ requirements and a problem-solving attitude
Excellent verbal and written communication skills
Ability to effectively communicate with clients to understand and scope requests

Education & Experience

Bachelor’s degree or higher specializing in Computer Information Systems/Marketing is preferred. Three to Five years database experience with websites preferred. Company will consider any equivalent combination of education and experience which provides the necessary qualifications to successfully perform the duties of the position.
Physical Demands: This position requires one to spend a significant amount of time on the computer with the ability to sit for long periods of time typing at a keyboard necessitating repetitive motions of hands and wrists. Work Environment

Duties are performed in a hybrid schedule (4 days remote, 1 day standard, open landscape office environment) subject to change. Company places a strong emphasis on culture, celebrating wins, acknowledging great performance, and having fun!

The company is an Equal Opportunity Employer, drug free workplace, and complies with ADA regulations as applicable.

Job Type: Full-time

Pay: $20.00 - $23.00 per hour

Benefits:

401(k)
Dental insurance
Flexible spending account
Health insurance
Paid time off
Vision insurance

Schedule:

8 hour shift
Monday to Friday

Supplemental pay types:

Bonus pay

Application Question(s):

Are you able to work in a hybrid schedule with one day per week in our Spokane Valley office?

Work Location: Multiple Locations

Show Less 
Report"
"Glassdoor","Business Data Analyst","Emerson","Waterbury"," CT","My name is Alicia. I’m the hiring manager for this position, and I welcome you to join our Emerson family as a Business Data Analyst!

This role will be a great opportunity not only for you to learn cutting edge technologies and techniques, but for you to make a tremendous impact by providing insights that will shape the way we do business.

I believe part of my role as a Manager is to help my employees grow, and to provide the tools and opportunities they need to achieve their goals and objectives.

Professional development is something I am very passionate about, and as part of the role, you will have opportunities for Professional Development, Mentorship, training and Certifications.

If you love to learn, grow and be challenged and if you have a passion for shaping the future, then this role may be for you!

Position Summary:

As a Business Data Analyst, you will have an integral role in adding value and making an impact to the organization by providing meaningful insights that drive business decision-making.

You will use cutting edge technology to transform data into information for analysis in a user-friendly format. You will search out critical data for better definition, conduct analysis with current quantitative techniques, and provide recommendations to enable Flow Controls to better understand its business and market.

In this role, you will work with professionals throughout the organization in a collaborative setting to solve business needs across North America.

AS A BUSINESS DATA ANALYST, YOU WILL:

Support Sales, Operations and Planning with forecasts based on market analysis of customer, market, and company data
Collect, analyze, and evaluate data turning it into usable information that can be interpreted into business intelligence
Partner with key stakeholders to obtain market (Customer, Competitor, and Flow Controls) information
Collaborate with team members to provide effective solutions for our data needs
Create data visualization tools for our business to make intelligent decisions
Using automated tools to extract data from primary and secondary sources
Use statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction
Actively participate in continuous improvement activities to support business performance
Devise methods to collect and categorize customer, competitor, and Flow Controls data
Identify data errors and make appropriate adjustments to ensure data accuracy
Other duties as assigned by Manager
Demonstrate commitment to Service Level Doctrine and Safety Culture
REQUIRED EDUCATION, EXPERIENCE & SKILLS:
Bachelor’s Degree in Mathematics, IT or Business
Desire and ability to learn new technologies.
Critical thinker with a passion for solving problems.
Self-starter comfortable working independently with limited direction
Legal authorization to work in the United States
PREFERRED EDUCATION, EXPERIENCE & SKILLS:
0-5 years of related experience
Business metric analysis
Must display strong mathematical skills to collect, measure, organize, and analyze data
Knowledge of programming languages like SQL, R, Python
Knowledge of data visualization software like Power BI, Tableau, or Qlik
Knowledge of how to create and apply the most accurate algorithms to datasets
General machine learning experience in topics like regression modeling or classification
Express a systematic and logical approach to problem solving
Must show accuracy and attention to detail
Must display creativity and ability for critical thinking
Must have excellent communication, interpersonal and presentation skills
Must possess a process improvement and problem-solver mentality
Ability to work effectively in teams and interact with all levels of the organization
Ability to handle multiple tasks and meet various deadlines
Clearly understand integrated financial systems and the Microsoft Office Suite
Background in Mathematics, Statistics, Computer Science, Information Management, Data Analytics
Project management experience


Flexible Work Schedule - Remote Work Option:

This role has the flexibility of a remote work option up to three days a week. Our teams work together to ensure our chosen work schedules enable our creativity and efficiency as we serve the needs of our customers.


#LI-Hybrid

#LI-JS3




WHY EMERSON

Our Commitment to Our People

Across the globe, we are united by a singular Purpose: We drive innovation that makes the world healthier, safer, smarter, and more sustainable.

We invest in our employees to ensure they have the marketplace knowledge, skills, and competencies to bring this Purpose to life while competing and leading in a global economy.

Our training programs focus on end-to-end development, from onboarding through senior leadership.

Our success is measured by the positive impact we make on people, our communities, and the world through our unwavering focus on environmental, social, and regulatory progress. Learn more about us!

Flexible and competitive benefits plans offer you the right options to meet your individual/family needs: medical insurance plans, dental and vision coverage, 401(k), tuition reimbursement and more. We also provide you flexible time-off plans, including paid parental leave, vacation, and holiday leave.

Our Commitment to Diversity, Equity & Inclusion

At Emerson, we are committed to fostering a culture where every employee is valued and respected for their experiences and perspectives – and that reflects the world around us. We believe a diverse, equitable and inclusive work environment contributes to the rich exchange of ideas that inspires innovation and brings the best solutions to our customers.

This philosophy is fundamental to living our company’s values and our responsibility to leave the world in a better place. Learn more about our Culture & Values and Diversity, Equity & Inclusion at Emerson .

Work Authorization

Emerson will only employ those who are legally authorized to work in the United States. This is not a position for which sponsorship will be provided. Individuals with temporary visas such as E, F-1, H-1, H-2, L, B, J or TN, or who need sponsorship for work authorization now or in the future, are not eligible for hire.

Equal Opportunity Employer

Emerson is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to sex, race, color, religion, national origin, age, marital status, political affiliation, sexual orientation, gender identity, genetic information, disability or protected veteran status. We are committed to providing a workplace free of any discrimination or harassment.

If you have a disability and are having difficulty accessing or using this website to apply for a position, please contact: idisability.administrator@emerson.com .

ABOUT EMERSON

Emerson is a leading global technology, software and engineering company providing innovative solutions for customers in industrial, commercial, and residential markets.

Our Automation Solutions business helps process, hybrid and discrete manufacturers maximize production, protect personnel and the environment while optimizing their energy and operating costs.

Our Commercial & Residential Solutions business helps ensure human comfort and health, protect food quality and safety, advance energy efficiency and create sustainable infrastructure.

We help customers in the world’s most essential industries solve the biggest challenges of modern life.

Every day, our global workforce fulfills our unified Purpose and lives out the Values we hold close as an organization: Integrity, Safety & Quality, Support Our People, Customer Focus, Continuous Improvement, Collaboration, and Innovation.

Our Causes – Planet, Humanity, Champion, Inclusion and Future– shape, define and fuel Emerson’s culture while inspiring our innovative spirit and driving our focus.

Whether you’re an established professional looking for a career change, an undergraduate student exploring possibilities, or recently received your master’s degree, you’ll find opportunities with us. Join our team and start your journey today!

No calls or agencies please.

To apply to this job, click Apply Now

Show Less 
Report"
"Glassdoor","Critical Facilities Engineer (Data Center)","Overwatch Mission Critical / In Partnership","Waterbury"," CT","Individuals in this position are responsible for supporting 100% uptime for the Data Center and its customers.

Responsibilities

Drives process and procedure in the organization
Develop and review MOPs and SOPs
Ensures correct and on time implementation of solutions for customer applications, including preparation of space, power, and network
Prepares and presents technical presentations on the facility
Responsible for all technical aspects of facility operations including power and HVAC systems
Monthly reporting and metrics
Provides technical support to insure successful customer integration and implementation of company solutions
Handles all facility issues encountered during day to day operations to ensure 100% uptime for facility operations

Qualifications

Requires 7+ or more years of Facility Operations and management experience in the Data center industry
Excellent verbal and written communications skills
Strong skills in presentation and proposal design
Strong knowledge of general industry networking technologies such as UPS, Generators, and Mechanical systems
Ability to multi task and meet multiple deadlines
Education and Experience: Bachelor's degree from a four-year college or university preferred; or equivalent training, education and experience. Additional Educational Information (if any):
Data Center industry experience preferred.
Supervisory/Managerial Responsibilities:
Strong Supervisory responsibilities needed with this position.
Must be familiar with a variety of field concepts, practices, codes standards and procedures including environmental and safety regulations and ISO 9000 quality assurance standards, ISO 14OOO environmental standards, and OHSAS 18000 health and safety standards,

Benefits

Health, Vision, Dental, packages
Short-term and Long-term Disability Insurance
Life Insurance
401k with company match
Paid Time Off and Paid Holidays

Job Type: Full-time

Pay: From $100,000.00 per year

Benefits:

401(k)
Dental insurance
Flexible schedule
Health insurance
Paid time off
Vision insurance

Experience level:

5 years

Schedule:

10 hour shift
12 hour shift
8 hour shift
Monday to Friday

Work setting:

In-person

Ability to commute/relocate:

Salt Lake City, UT 84114: Reliably commute or planning to relocate before starting work (Required)

Application Question(s):

Are you now or have you previously been a member of the US Armed Forces?
Please document number of years experience in a critical Data Center environment.

Work Location: One location

Show Less 
Report"
